date,source,title,text
2022-07-20,CE NoticiasFinancieras,"Second consecutive rise on Wall Street, boosted by corporate balance sheets","months, due to what would be a tightening of the Federal Reserve's (FED) monetary policy, as of next week's meeting. Shares of semiconductor (chip) manufacturers gained higher after the Senate passed a bill that allocates some $50 billion to boost chip manufacturing"
2022-07-20,The Wall Street Journal Online,The Senate'sSemiconductorSpending Trick; How a $76 billion bill became $250 billion. Hide the children.,Are Republican Senators conniving spendthrifts or babes in the Beltway? We lean toward the former after watching a $76 billion semiconductor subsidy bill morph within minutes on Tuesday night into a $250 billion bipartisan spendarama.
2022-07-20,Dow Jones Institutional News,"Intel Faces Macro, Execution Uncertainties on Long-term Roadmap -- Market Talk","longer to execute than originally planned, say analysts at Deutsche Bank in a research note. Aside from the macro downtown, the semiconductor giant has a plethora of company-specific concerns to work out such as inventory burn in PCs/CPUs and questions around"
2022-07-21,EmergingMarketWatch,South Korea: Exports increase by 14.5% y/y in first 20 days of July,Semiconductorexports slowdown to 13.2% y/y growth
2022-07-21,Benzinga.com,Looking Into TaiwanSemiconductor's Recent Short Interest,"TaiwanSemiconductor's (NYSE:TSM) short percent of float has risen 31.82% since its last report. The company recently reported that it has 14.77 million shares sold short, which is 0.29% of all regular shares that are available for trading. Based on its trading"
2022-07-21,Vancouver Sun,Peak prices? Economists look into crystal ball to weigh in on hot inflation; Some good and bad news in forecast after rate becomes fastest,"over-month increase in prices at the pump. Car costs also rose 8.2 per cent as demand outpaced supply, particularly with a global semiconductor shortage."
2022-07-21,Montreal Gazette,Peak prices? Economists look into crystal ball to weigh in on hot inflation; Some good and bad news in forecast after rate becomes fastest,"over-month increase in prices at the pump. Car costs also rose 8.2 per cent as demand outpaced supply, particularly with a global semiconductor shortage."
2022-07-21,The Wall Street Journal Online,The GOP's Self-Defeating Spending Habit; The party can't run credibly against profligate Democrats if it is complicit.,"The Senate voted 64-34 to proceed on a semiconductor welfare bill sporting a fictitious $76 billion price tag. Before the vote, Majority Leader Chuck Schumer broadcast his intention to lard it up with billions more in government spending if he crossed the 60"
2022-07-22,Business Korea Daily News,South Korea’s Trade Deficit with China Increasing Rapidly,". The latter was led by crude oil (up 107.5 percent), coal (up 148.9 percent) and gas (43.1 percent) imports. On the other hand, semiconductor manufacturing equipment, automobile and wireless communications device imports fell 10.3 percent, 17.6 percent and"
2022-07-22,The Korea Economic Daily Global Edition,Samsung proposes $200 bn chip investment plan to Texas,"Samsung Electronics Co., the world’s top memory chipmaker, has proposed a plan to invest some $200 billion in 11 new semiconductor plants in Texas to the state government over the next 20 years for tax breaks."
2022-07-22,CE Think Tank Newswire,"TheSemiconductorIndustry Is Coming for Your Wallet. As Usual, Congress Is Complicit","bipartisan legislation known as the Chips Act, which would provide $52 billion in grants and $24 billion in tax credits to the US semiconductor industry. Thanks to a last-minute bipartisan amendment, the bill will also put tens of billions of dollars toward"
2022-07-22,The Wall Street Journal,The GOP's Spending Habit,"The Senate voted 64-34 to proceed on a semiconductor welfare bill sporting a fictitious $76 billion price tag. Before the vote, Majority Leader Chuck Schumer broadcast his intention to lard it up with billions more in government spending if he crossed the 60"
2022-07-23,South China Morning Post,Beijing concerned over US chip alliance,"partnership envisioned by the US to include South Korea, Japan and Taiwan, is seen by Beijing as Washington’s plot to exclude it from semiconductor value chains, with both China’s foreign ministry and commerce ministry expressing opposition to the idea."
2022-07-24,Dow Jones Institutional News,"Congress Looks to Move Forward on Chip-Shortage, Drug-Cost Bills Before August Break -- WSJ","nears the close of a packed legislative session this week, aiming to pass legislation providing about $54 billion to boost U.S. semiconductor manufacturing while also juggling a raft of other bills ahead of the monthlong August recess."
2022-07-25,Business Korea Daily News,Samsung Electronics Unveils a US$200bn Investment Plan in the U.S.,Samsung Electronics has put forward a plan to invest about US$200 billion in the United States over the next 20 years. It is a large-scale investment plan that envisions building 11 new semiconductor production lines in Texas.
2022-07-25,Dow Jones Institutional News,Chip-Boosting Bill Aimed At Keeping US Technology Edge -- Market Talk,"advanced chip manufacturing facilities. They say the investment is needed for the US to maintain its technological edge and to prevent semiconductor production from becoming too concentrated in Asia, where there are geopolitical risks of supply disruption."
2022-07-25,Congressional Documents and Publications,MENENDEZ JOINS NJ BUSINESS LEADERS IN URGING SWIFT PASSAGE OF BIPARTISAN CHIPS ACT; CHIPS Act aims to improve supply chain issues which are,The legislation would provide $52 billion in subsidies to incentivize U.S. computer chip manufacturing and semiconductor production and decrease dependence on foreign manufacturers. Expanding domestic chip production would help ease supply chain disruptions
2022-07-25,Congressional Documents and Publications,"DelBene, Commerce Sec. Raimondo Underscore Impact of Computer Chip Shortage in WA; Rep. Suzan DelBene (D-WA) News Release","Today, Congresswoman Suzan DelBene (WA-01) was joined by U.S. Secretary of Commerce Gina Raimondo to underscore the importance of addressing the nationwide semiconductor chip shortage and its impact on the Washington state economy."
2022-07-25,Columbus Business First,"Intel's impact: Water supply, New Albany tax sharing OK'd by Columbus City Council",Columbus City Council on Monday gave the go-ahead for water supply crucial to Intel Corp.'s planned New Albany semiconductor complex.
2022-07-25,Dow Jones Institutional News,Chip-Boosting Bill Aimed At Keeping US Technology Edge -- Market Talk,"advanced chip manufacturing facilities. They say the investment is needed for the US to maintain its technological edge and to prevent semiconductor production from becoming too concentrated in Asia, where there are geopolitical risks of supply disruption."
2022-07-26,BusinessWorld,Electronics industry says RCEP needed to ensure competitiveness,"Danilo C. Lachica, president ofSemiconductorand Electronics Industries in the Philippines Foundation, Inc., said during BusinessWorld Live on One News Channel that the trade deal is good for the electronics sector since the deal will make its exports competitive"
2022-07-26,Asian News International,President Biden says US not going to be in recession,"history... and we still find ourselves find with people investing,"" Biden told reporters on Monday during a virtual meeting on semiconductor chips.""My hope is we go from this rapid growth to steady growth so we will see some coming down, but I don't think"
2022-07-26,People in Business,"Hassane El-Khoury, ONSemiconductorChief Executive Officer in top 2% of NASDAQ annual return Tuesday July 26, 2022","Hassane El-Khoury's performance as Chief Executive Officer of ONSemiconductor(NASDAQ:ON) is ranked in the top 2% of BuySellSignals performers by 1-year average annual return of 63.2%. This corresponds to a percentile ranking of 98.1 out of 3,206 companies"
2022-07-25,Channel NewsAsia,Singapore's manufacturing output records slower growth of 2.2% in June,"SINGAPORE: Singapore's manufacturing output grew at a slower pace of 2.2 per cent year-on-year in June, dragged by decreases in semiconductor production and pharmaceutical output."
2022-07-26,Contify Retail News,Kioxia and Western Digital’s Joint Venture To Receive Up To 92.9 Billion Yen Government Subsidy for Yokkaichi Fab 7,"government. The subsidy will be granted under a designated government program aimed at facilitating corporate investment in cutting-edge semiconductor production facilities and securing stable production of semiconductors in Japan. ""We appreciate the support"
2022-07-26,Fitch Solutions Country Risk Reports,"- PDF Taiwan, China Banking & Financial Services Report - Q3 2022","services sector is well placed to benefit from strong property demand and continued manufacturing capacity expansion within the semiconductor industry. Banks in the market are well capitalised and have made provisions for a rise in non-performing loans, which"
2022-07-27,ThePrint,"China is innovating in semiconductor chips, US sanctions or not. And furling a chip war",China’s push to become self-reliant in semiconductor technology goes back to the Donald Trump administration. But it still hasn't made it.
2022-07-27,PR Newswire,"Research and Development Outsourcing Services Market: 46% of Growth to Originate from North America, Automotive Segment to be Significant","this region will be faster than the growth of the market in other regions. The increasing demand from industries such as aerospace, semiconductor , and consumer electronics will facilitate the research and development outsourcing services market growth in North"
2022-07-27,Associated Press Newswires,Senate passes bill to boost computer chip production in US,WASHINGTON (AP) — A bill designed to encourage more semiconductor companies to build chip plants in the United States passed the Senate on Wednesday as lawmakers raced to finish work on a key priority of the Biden administration.
2022-07-27,The Peninsula,Senate passes bill to boost computer chip production in US,WASHINGTON: A bill designed to encourage more semiconductor companies to build chip plants in the United States passed the Senate on Wednesday as lawmakers raced to finish work on a key priority of the Biden administration.
2022-07-27,Bernama Daily Malaysian News,MALAYSIA HAS A PREFERABLE ECOSYSTEM TO ATTRACT MORESEMICONDUCTORINVESTMENTS,"KUALA LUMPUR, July 27 (Bernama) -- The MalaysiaSemiconductorIndustry Association (MSIA) said Malaysia has a preferable ecosystem and talent pool to attract more foreign direct investment into the industry."
2022-07-27,CE NoticiasFinancieras,U.S. Senate approves semiconductor bill,"WASHINGTON - A bill designed to encourage more companies to build semiconductor plants in the United States passed the Senate on Wednesday, as lawmakers move forward on one of the Joe Biden administration's priorities."
2022-07-27,The Wall Street Journal Online,"SemiconductorSubsidies, Tariffs Are the Price of Reducing Dependence on China; Congress hopes aid to U.S. chip industry will diminish Beijing's potential leve","But there are exceptions, and the subsidies that Congress is on the verge of approving for semiconductor production may be one. So might the tariffs that President Donald Trump imposed, and President Biden has maintained, on imports from China."
2022-07-27,MarketResearch.com,"SemiconductorAutomated Test Equipment Market Research Report by Type (Discrete ATE and Memory ATE), Product, Component, Application, Region - Cumulative Impact of C","The GlobalSemiconductorAutomated Test Equipment Market size was estimated at USD 7,615.88 million in 2022 and expected to reach USD 8,007.71 million in 2023, projecting growth at a CAGR of 5.30% to reach USD 11,516.29 million by 2030."
2022-07-27,MarketResearch.com,"SemiconductorAutomated Test Equipment Market Research Report by Type (Discrete ATE and Memory ATE), Product, Component, Application, Region - Cumulative Impact of C","The GlobalSemiconductorAutomated Test Equipment Market size was estimated at USD 7,615.88 million in 2022 and expected to reach USD 8,007.71 million in 2023, projecting growth at a CAGR of 5.30% to reach USD 11,516.29 million by 2030."
2022-07-28,PR Newswire,"ASE Technology Holding Co., Ltd. Reports Its Unaudited Consolidated Financial Results for the Second Quarter of 2022","PRNewswire/ -- ASE Technology Holding Co., Ltd. (TAIEX: 3711, NYSE: ASX) (""We"", ""ASEH"", or the ""Company""), the leading provider of semiconductor assembly and testing services (ATM) and electronic manufacturing services (EMS), today reported its unaudited net"
2022-07-28,Reuters News,Factbox: U.S. Congress poised to pass long-awaited China semiconductor bill,(Reuters) - The U.S. House of Representatives plans to give final passage on Thursday to sweeping legislation to boost the U.S. semiconductor industry as it competes with China by providing about $52 billion in grants as well as an investment tax credit for
2022-07-28,United States International Trade Commission Documents,Certain Electronic Devices andSemiconductorDevices With Timing-Aware Dummy Fill and Components Thereof; Notice of the Commission's Determination Not To Review an Initial Determination Se,"Agency: ""U.S. International Trade Commission."" SUMMARY: Notice is hereby given that the U.S. International Trade Commission has determined not to review the presiding administrative law judge's (""ALJ"") initial determination (""ID"") (Order No."
2022-07-28,Reuters News,FACTBOX-U.S. Congress poised to pass long-awaited China semiconductor bill,(Reuters) - The U.S. House of Representatives plans to give final passage on Thursday to sweeping legislation to boost the U.S. semiconductor industry as it competes with China by providing about $52 billion in grants as well as an investment tax credit for
2022-07-28,Theflyonthewall.com,"15:37 EDT House passes bill giving $52B to U.S. chipmakers, Bloomberg reportsThe","Bloomberg reportsThe U.S. House of Representatives has passed legislation that will provide $52B in grants and incentives for U.S. semiconductor manufacturing, sending the measure to President Joe Biden for his signature after receiving Senate approval earlier"
2022-07-28,MarketWatch,"Biden meets with Bank of America, Marriott CEOs on economy as recession debate heats up; President urges passage of healthcare, climate p","$739 billion package from Democrats that's designed to fight inflation, and came as lawmakers approved a bill to boost the U.S. semiconductor SOXX industry."
2022-07-28,Dow Jones Institutional News,Intel Reports Earnings Today. Here's What Wall Street Expects. -- Barrons.com,"Semiconductoranalysts are expecting a weak forecast from Intel when the chip maker reports earnings after the market close Thursday, due to weak PC demand and a slowing global economy."
2022-07-28,The Wall Street Journal Online,"Manchin and the GOP Dupes; Eager for home-state subsidies, they left the door open for his deal with Schumer.",Seventeen Republicans on Wednesday helped Democrats pass a $280 billion subsidy blowout for the semiconductor industry. The bill is an embarrassing stew of accountability-free corporate welfare and government spending. This is the priority Senate Minority Leader
2022-07-28,Congressional Documents and Publications,REP. CALVERT VOTES AGAINST DEMOCRAT SPENDING SPREE; Rep. Ken Calvert (R-CA) News Release,"the original CHIPS legislation included in the Fiscal Year 2021 National Defense Authorization Act, I support increasing domestic semiconductor manufacturing and creating a secure supply chain for national security."
2022-07-28,Dow Jones Institutional News,What's News: World-Wide -- WSJ,"The Senate approved a $280 billion bill aimed at boosting the semiconductor industry crucial to modern technology, in a bipartisan embrace of expanding U.S. industrial policy to counter the competitive threat posed by China."
2022-07-28,Fox News Channel: The Story with Martha MacCallum,White House Reacts To GDP Falling For Second Straight Quarter; White House Denies U.S. Is In Recession; D.C. Mayor Asks For National... To...SemiconductorChip Bill That Just Passed The House; Xi To Biden,"TYRUS MURDOCH, FOX NEWS CONTRIBUTOR: All right kids, who ate the fork? You know we have it. Like, no soup because little Johnny eat the spoon. Bad idea."
2022-07-28,MarketResearch.com,"Breath Analyzer Market Research Report by Technology (Fuel Cell Technology, Infrared & Smart Crystal, andSemiconductorOxide Sensor Technology), Application, End User, Region - Cumulative Impact of COVID-19, Russia Ukraine Conflict, and High Inflation -","Published By: 360iResearch The Global Breath Analyzer Market size was estimated at USD 2,688.77 million in 2022 and expected to reach USD 2,911.87 million in 2023, projecting growth at a CAGR of 8.40% to reach USD 5,129.34 million by 2030."
2022-07-29,ForeignAffairs.co.nz,"MIL-OSI USA: In Boost to N.M.’s STEM Economy, Rep. Stansbury’s First Bill Will Become Law","passage of the bipartisan CHIPS and Science Act. The CHIPS Act is designed to advance the nation’s global competitiveness, boost semiconductor manufacturing in New Mexico, and lower costs for working families. Rep. Stansbury secured her bill, the Partnerships"
2022-07-29,Washington Post.com,Post Politics Now: Biden rejects claims that U.S. is in a recession,"Meanwhile, the House passed legislation strongly backed by Biden that would provide $52 billion in subsidies to domestic semiconductor manufacturers and invest billions in science and technology innovation in a bid to strengthen U.S. competitiveness with China"
2022-07-29,i,US passes bill to boost chip making,A bill designed to encourage more semiconductor companies to build chip plants in the United States passed the Senate as politicians raced to finish work on a key priority of the Biden administration. The $280bn (£231bn) measure includes federal grants and
2022-07-29,Alliance News UK Corporate,GLOBAL BRIEFING: USD280 billion package for US semiconductor industry,"(Alliance News) - Here is what you need to know before the European market open on Friday: ---------- MARKETS ---------- CAC 40: called up 35.59 points, 0.6%, at 6,374.80"
2022-07-29,The Arizona Republic,Manchin deal shifts focus to Sinema; Arizona senator not the only potential hurdle,Senators barely had finished passing a bipartisan bill to boost semiconductor production in the U.S. Wednesday when Democrats got word of another potential legislative lift: Sen. Joe Manchin surprised Washington by backing a wish list targeting climate change
2022-07-29,Business Wire,Plumbing Manufacturers International Applauds Science R&D Investments and STEM Education Provisions in New CHIPS and Science Act,"increased investments in scientific research and development, federal STEM education programs, cybersecurity, innovation programs, and semiconductor manufacturing."
2022-07-29,Xinhua News Agency,U.S. chips bill will disrupt global trade: commerce ministry,"that restrict the normal economic, trade and investment activities of relevant companies in China, which will distort the global semiconductor supply chain and disrupt international trade, China's Ministry of Commerce said Friday."
2022-07-29,The Cointelegraph,Chips bill provides for blockchain specialist position in White House science office,"by a vote of 243 to 187. The bill, which was introduced into the Senate over a year ago, provides grants and incentives to the semiconductor industry and encourages research. It also creates a blockchain and cryptocurrency specialist position in the White"
2022-07-30,Central News Agency English News,CHIPS Act not to affect Taiwan's status in semiconductor industry: MOEA,"Taipei, July 30 (CNA) The CHIPS and Science Act, a plan to increase the amount of microchips made in the United States, has moved one step closer to being signed into law after it was passed by the U.S. House of Representatives this"
2022-07-30,Vietnam News Agency,Automobile sales down 42% on chip shortage,"Businesses attributed the decrease to the global semiconductor crisis and the lack of chips, as well as the impacts of the COVID-19 pandemic."
2022-07-30,Wccftech.com,"ASUS, NZXT Join List Of Companies Laying Off Employees During Inflation","The unprecedented shakeup that the semiconductor industry experienced in the wake of the coronavirus crisis is continuing to have its effects on the industry in 2022, at a time when the economic fallout from the Russian invasion of Ukraine is making its mark"
2022-08-01,CE NoticiasFinancieras,Economy 4.0 | Industrial Policy: A National Security Issue,"On July 28, the U.S. Congress approved the Chips and Science Act, an industrial policy initiative that gives President Biden the power to use 280 billion dollars to revitalize science, innovation, design and semiconductor production."
2022-08-01,Korea JoongAng Daily,Don’t ignore China’s opposition to ‘Chip 4’,"Korea and America fundamentally differ in interests over semiconductor trade and supply chains. During negotiations for the Chip 4 alliance, Korea must persuade the U.S. not to hurt Korean interests."
2022-08-01,AK&M,The Cabinet of Ministers approved lists of radio electronics technologies and products for tax benefits,"This is stated in the message of the Cabinet of Ministers. The list of technologies includes 59 items, including the production of semiconductor wafers with crystals, inertial microelectromechanical systems, the creation of fiber-optic cables, quartz glass"
2022-08-01,Investing.com,LatticeSemiconductorQ2 Results Top Estimates,Invesing.com --LatticeSemiconductorreported Monday quarterly results that topped Wall Street expectations as strong chip demand in its computing and automotive end markets bolstered performance.
2022-08-01,Business Korea Daily News,South Korea’s Trade Deficit Increasing,"Exports increased for the 21st consecutive month. Petrochemical product and automobile exports set new records and semiconductor exports changed the highest July figure. Exports to the United States, ASEAN and European Union increased unlike those to China"
2022-08-01,Fitch Solutions Country Risk Reports,- PDF Botswana Autos Report - Q4 2022,"vehicles (both new and used), the potential for additional Covid-related lockdowns and the tight supply of vehicles as a result of the semiconductor shortage and fewer used vehicles available as well as the slow supply of vehicles from South Africa."
2022-08-01,Dallas Business Journal,"Chips Act passage presents multi-billion-dollar boon to DFW semiconductor projects, but competition will be fierce","Central Texas stand to gain consequential momentum and significant federal funding under a $52 billion incentives package to bolster semiconductor manufacturing and research, industry and government officials say."
2022-08-01,Fitch Solutions Industry Research Reports,- Industry Trend Analysis - Finland EV Profile: Expansion Of Incentives To Drive EV Adoption Rates Higher,"Key View: H122 was another period of good growth for EV and hybrid sales in Finland, despite the challenges posed by the global semiconductor shortage. Across H122, electric cars accounted for 13.7% market share within the wider PV segment, with plug-in hybrids"
2022-08-01,The Wall Street Journal,U.S. News: U.S. Joins Global Push to Subsidize Chip-Making Production,A mega-spending package to boost U.S. semiconductor production must reckon with a tough reality: The world is already awash in chip-making incentives.
2022-08-02,Bangkok Post,"Automotive - Motorcycle output falls in H1, exports increase 2.94%","Thailand's motorcycle industry is being hit by the ongoing global semiconductor shortage, which caused production to fall by 1.26% year-on-year to 1.24 million units during the first half of 2022, says the Federation of Thai Industries (FTI)."
2022-08-03,Daily Herald,What to expect as Washington brings back corporate welfare,"The latest form of industrial policy is Congress’s CHIPS Act of 2022, a bill meant to subsidize the semiconductor industry by channeling taxpayer money to build up domestic production capacity and combat feared Chinese computer-chip supremacy."
2022-08-03,Manila Bulletin,"SEIPI warns of more FDI losses, seeks review of tax incentives","In a congratulatory letter to Trade and Industry Secretary Alfredo E. Pascual signed bySemiconductorand Electronics Industries in the Philippines Foundation Inc. (SEIPI) President Dan C. Lachica, the group listed several recommendations to ""avoid further"
2022-08-04,Maeil Business Newspaper,"SK hynix, HANMI Semicon Kospi winners in operating margin with ratio over 30%","SK hynix Inc. and HANMISemiconductorCo. were the sole two Kospi members who earned more than 30 percent of their revenue from operations in the second quarter, whereas the overall operating margin of Korean Inc. averaged at mid-8 percent in April-June period"
2022-08-04,BusinessLine Online,Vehicle retail sales down 8% in July,"after the Russia-Ukraine tensions, the world is once again facing the threat of a Taiwan-China war due to which, the possibility of semiconductor shortage is once again looming. This, as chipmaker TSMC raises red flag on Taiwanese chip manufacturers being rendered"
2022-08-04,Business Korea Daily News,United States and China Entering New Cold War,Taiwan. The Korea Institute for Industrial Economics and Trade (KIET) said in its report on Aug. 4 that South Korea needs to prepare semiconductor industry advancement strategies.
2022-08-04,Foreign Direct Investment,France's new chip plant,"STMICROELECTRONICS and American chip manufacturing and design company GlobalFoundries signed a memorandum of understanding to establish a semiconductor manufacturing facility in southeastern France, according to a joint statement on July 11."
2022-08-04,Dow Jones Institutional News,VAT Media Release on H1 2022 Results,"and H1 sales, EBITDA, EBITDA margin, net income and freecash flow . Positive full-year outlook confirmed . Urs Gantner, head ofSemiconductorbusiness unit, appointed to VAT's Group Executive Committee . First VAT sustainability review published"
2022-08-05,The Economic Times,3-wheelers & CVs retail sales grow 80% & 27% each in July but China-Taiwan crisis a worry,"month before the festival season hits in August.With the increased tensions between China and Taiwan, dealers fear that a threat of semiconductor shortage is looming yet again. Taiwan says China's drills amount to a blockade - and spiralling tensions could"
2022-08-05,scmp.com,South Korea's unprecedented 3-month long trade deficit with China not seen as 'systematic change',"* South Korea’s semiconductor exports to China increased by 10.9 per cent month on month in July, but steel, petrochemical and petroleum products all declined"
2022-08-05,Times Now,How does China's natural sand export ban to Taiwan impact the world?,China’s military escalation and ban on natural sand export to Taiwan may impact semiconductor manufacture and trade. The island’s supply to the world may dwindle as conflict and sanctions impact 64 per cent of the world’s semiconductor source.
2022-08-05,CE NoticiasFinancieras,Automobiles: production in July is the highest since November 2020,"level since November 2020. There were 218,950 vehicles produced, a 7.5% increase over June and 33.4% over July 2021, when the global semiconductor crisis surprised the industry in general. In the year to date, the 1.3 million units produced are already at the"
2022-08-05,Indianapolis Business Journal,SkyWater project critical in microelectronics push,SkyWater Technology Inc.'s plan for a $1.8 billion semiconductor production facility at Purdue University isn't as flashy as chip-related announcements in other states-like the $17 billion
2022-08-06,The News-Messenger,What to expect from latest industrial policy,"The latest form of industrial policy is Congress's CHIPS Act of 2022, a bill meant to subsidize the semiconductor industry by channeling taxpayer money to build up domestic production capacity and combat feared Chinese computer-chip supremacy."
2022-08-08,The Bond Buyer Online,The rush is on in Texas for expiring economic development property tax breaks,"The looming end of a lucrative economic incentive program in Texas has led to a stampede by companies seeking to lock in billions of dollars in local tax breaks that, in the case of semiconductor manufacturers, may be needed to snare new federal funding."
2022-08-08,Dow Jones Institutional News,Conflict in Taiwan Could Lead to Costly Chip Shortages -- Market Talk,"Leather warns about a possible military blockade of the island that could restrict shipments. ""It takes two-to-three years to build a semiconductor plant from scratch,"" he says. (paulo.trevisani@wsj.com; @ptrevisani)"
2022-08-08,Benzinga.com,Analyzing TaiwanSemiconductor's Short Interest,"TaiwanSemiconductor's (NYSE:TSM) short percent of float has risen 41.38% since its last report. The company recently reported that it has 21.40 million shares sold short, which is 0.41% of all regular shares that are available for trading. Based on its trading"
2022-08-08,CTK Business News,Low comparison base behind June industry growth - analysts,"Prague, Aug 8 (CTK) - The low comparison base of last year due to a shortage of semiconductor chips is behind the Czech industry growth in June, according to a CTK poll of analysts."
2022-08-08,Kitco.com,"Cobalt prices fell in Q2 2022 as demand in China softened due to COVID-19 lockdowns, supply up","CI said that the global automotive market is facing rising pressures, including ongoing semiconductor shortages, the war in Ukraine, inflation and COVID-19 lockdowns in China (the world's leading consumer of cobalt), as well as supply chain constraints."
2022-08-08,CE NoticiasFinancieras,Ups and downs on Wall Street awaiting inflation data and Fed signals,"data provided by the New York Stock Exchange (NYSE). The S&P 500 and Nasdaq erased gains that reached 1% at the start of the day.Semiconductormaker Nvidia fell nearly 6.5%, dragging down the rest of the chip industry. Nvidia shares are down nearly 9% and"
2022-08-08,The Electronic Times,Soaring neon gas import prices from China in the second quarter as well,"due to the prolonged Russia-Ukraine War, there is concern that the soaring import price of neon gas could lead to an increase in semiconductor manufacturing cost."
2022-08-08,Dow Jones Institutional News,Conflict in Taiwan Could Lead to Costly Chip Shortages -- Market Talk,"Leather warns about a possible military blockade of the island that could restrict shipments. ""It takes two-to-three years to build a semiconductor plant from scratch,"" he says. (paulo.trevisani@wsj.com; @ptrevisani)"
2022-08-08,Dow Jones Institutional News,Conflict in Taiwan Could Lead to Costly Chip Shortages -- Market Talk,"Leather warns about a possible military blockade of the island that could restrict shipments. ""It takes two-to-three years to build a semiconductor plant from scratch,"" he says. (paulo.trevisani@wsj.com; @ptrevisani)"
2022-08-09,Dow Jones Institutional News,"Euro Expected to Recover, Lifting Some Stocks -- Market Talk","narrow, which may boost the euro."" That should benefit companies such as miner Centamin, online travel group Hostelworld,Semiconductorequipment manufacturer BESemiconductorand lender Raiffeisen Bank, the analysts say. (renae.dyer@wsj.com)"
2022-08-09,Dow Jones Institutional News,Global Forex and Fixed Income Roundup: Market Talk,"narrow, which may boost the euro."" That should benefit companies such as miner Centamin, online travel group Hostelworld,Semiconductorequipment manufacturer BESemiconductorand lender Raiffeisen Bank, the analysts say. (renae.dyer@wsj.com)"
2022-08-09,CE NoticiasFinancieras,Futures Pointing To Modestly Lower Open On Wall Street,Weakness among semiconductor stocks may continue to weigh on Wall Street following a warning from memory chip maker Micron Technology (MU).
2022-08-09,RTT News,Chip Stocks May Weigh On Wall Street After Micron Warning,Weakness among semiconductor stocks may continue to weigh on Wall Street following a warning from memory chip maker Micron Technology (MU).
2022-08-09,Mint,Why the semiconductor industry is in flux,"demand for these chips shot up. Global chip sales rose 26.2% in 2021, sharply above the projection of 6.3% made in late 2019 by theSemiconductorIndustry Association ( SIA). Top semiconductor players announced expansion plans. Venture capital investments into"
2022-08-09,Dow Jones Institutional News,"Tech, Media & Telecom Roundup: Market Talk","narrow, which may boost the euro."" That should benefit companies such as miner Centamin, online travel group Hostelworld,Semiconductorequipment manufacturer BESemiconductorand lender Raiffeisen Bank, the analysts say. (renae.dyer@wsj.com)"
2022-08-09,Dow Jones Institutional News,UK Market Talk Roundup: Brokers Comments,"narrow, which may boost the euro."" That should benefit companies such as miner Centamin, online travel group Hostelworld,Semiconductorequipment manufacturer BESemiconductorand lender Raiffeisen Bank, the analysts say. (renae.dyer@wsj.com)"
2022-08-09,Dow Jones Institutional News,UK Market Talk Roundup: Brokers Comments,"narrow, which may boost the euro."" That should benefit companies such as miner Centamin, online travel group Hostelworld,Semiconductorequipment manufacturer BESemiconductorand lender Raiffeisen Bank, the analysts say. (renae.dyer@wsj.com)"
2022-08-09,CE NoticiasFinancieras,Anti-inflation package is a complementary aid to the central bank: Treasury,"After his participation in the inauguration of the forum 'StrengtheningSemiconductorSupply Chains between Mexico and the United States', organized by the Ministry of Economy, Yorio stressed that the inflationary impact is worldwide and is not only an issue"
2022-08-09,CE NoticiasFinancieras,"U.S. seeks to strengthen Mexico's semiconductor industry, but asks for respect of T-MEC","US representatives of the semiconductor industry state that they are interested in strengthening the industry in Mexico given the potential they see in the country; however, they were emphatic that the trilateral trade agreement must continue to be respected"
2022-08-09,Platts Daily Briefing,"Biden signs US CHIPS bill, semiconductor funding, into law","President Joe Biden signed the CHIPS and Science Act into law August 9, unlocking over $52 billion in federal funding for domestic semiconductor manufacturing and other provisions in a bid to ease the impact of the global chip shortage that has tied up several"
2022-08-09,The Wall Street Journal Online,"- Chip Makers Expect Demand Slowdown to Expand Beyond PCs, Smartphones; White House commits to long-term U.S. chip expansion as companies dial",The chip industry that was bracing for a difficult period with laptop sales slumping is adjusting to a wider and sharper slowdown even as semiconductor companies prepare to spend billions of dollars on new factories.
2022-08-09,Platts Metals Daily,"Biden signs US CHIPS bill, semiconductor funding, into law","* US looks to onshore chip production * Funding includes tax incentives, 'guardrails' * Legislation to benefit automakers, metals producers US President Joe Biden signed the CHIPS and Science Act into law August 9, unlocking over $52 billion"
2022-08-09,Dow Jones Institutional News,"Euro Expected to Recover, Lifting Some Stocks -- Market Talk","narrow, which may boost the euro."" That should benefit companies such as miner Centamin , online travel group Hostelworld,Semiconductorequipment manufacturer BESemiconductorand lender Raiffeisen Bank , the analysts say. (renae.dyer@wsj.com)"
2022-08-10,The Korea Herald,Korea’s trade deficit with China to persist: KCCI,The growing reliance on China over key materials used for Korean semiconductor or battery manufacturing signals Seoul‘s need to upgrade its free trade agreement terms with China as cost attractiveness of Chinese goods will continue to deteriorate Korea‘s trade
2022-08-10,Taiwan Stock Exchange (TWSE) MOPS Filings,TaiwanSemiconductorCo. Ltd. - Announcement to acquire in financial investment of Achi Capital GP Limited.,* Click here to view this document in its original format Announcement to acquire in financial investment of Achi Capital GP Limited. Close Today's Information
